"p","subject_id","treatment_id","scenarios","choice","endowment","A"
9832,"2017Tho028_2_1312","2017Tho028_2",10,6,20,0
9833,"2017Tho028_2_1312","2017Tho028_2",11,6,20,0
9834,"2017Tho028_2_1312","2017Tho028_2",12,6,20,0
9835,"2017Tho028_2_1312","2017Tho028_2",13,6,20,0
9836,"2017Tho028_2_1312","2017Tho028_2",14,6,20,0
9837,"2017Tho028_2_1312","2017Tho028_2",15,6,20,0
9838,"2017Tho028_2_1312","2017Tho028_2",16,6,20,0
9839,"2017Tho028_2_1312","2017Tho028_2",17,6,20,0
9840,"2017Tho028_2_1312","2017Tho028_2",18,6,20,0
9841,"2017Tho028_2_1312","2017Tho028_2",19,6,20,0
9842,"2017Tho028_2_1312","2017Tho028_2",20,6,20,0
9843,"2017Tho028_2_1313","2017Tho028_2",0,0,20,1
9844,"2017Tho028_2_1313","2017Tho028_2",1,0,20,0
9845,"2017Tho028_2_1313","2017Tho028_2",2,0,20,0
9846,"2017Tho028_2_1313","2017Tho028_2",3,0,20,0
9847,"2017Tho028_2_1313","2017Tho028_2",4,0,20,0
9848,"2017Tho028_2_1313","2017Tho028_2",5,0,20,0
9849,"2017Tho028_2_1313","2017Tho028_2",6,0,20,0
9850,"2017Tho028_2_1313","2017Tho028_2",7,0,20,0
9851,"2017Tho028_2_1313","2017Tho028_2",8,0,20,0
9852,"2017Tho028_2_1313","2017Tho028_2",9,0,20,0
9853,"2017Tho028_2_1313","2017Tho028_2",10,0,20,0
9854,"2017Tho028_2_1313","2017Tho028_2",11,0,20,0
9855,"2017Tho028_2_1313","2017Tho028_2",12,0,20,0
9856,"2017Tho028_2_1313","2017Tho028_2",13,0,20,0
9857,"2017Tho028_2_1313","2017Tho028_2",14,0,20,0
9858,"2017Tho028_2_1313","2017Tho028_2",15,0,20,0
9859,"2017Tho028_2_1313","2017Tho028_2",16,0,20,0
9860,"2017Tho028_2_1313","2017Tho028_2",17,0,20,0
9861,"2017Tho028_2_1313","2017Tho028_2",18,0,20,0
9862,"2017Tho028_2_1313","2017Tho028_2",19,0,20,0
9863,"2017Tho028_2_1313","2017Tho028_2",20,0,20,0
9864,"2017Tho028_2_1317","2017Tho028_2",0,0,20,1
9865,"2017Tho028_2_1317","2017Tho028_2",1,0,20,0
9866,"2017Tho028_2_1317","2017Tho028_2",2,0,20,0
9867,"2017Tho028_2_1317","2017Tho028_2",3,0,20,0
9868,"2017Tho028_2_1317","2017Tho028_2",4,0,20,0
9869,"2017Tho028_2_1317","2017Tho028_2",5,0,20,0
9870,"2017Tho028_2_1317","2017Tho028_2",6,0,20,0
9871,"2017Tho028_2_1317","2017Tho028_2",7,0,20,0
9872,"2017Tho028_2_1317","2017Tho028_2",8,0,20,0
9873,"2017Tho028_2_1317","2017Tho028_2",9,0,20,0
9874,"2017Tho028_2_1317","2017Tho028_2",10,0,20,0
9875,"2017Tho028_2_1317","2017Tho028_2",11,0,20,0
9876,"2017Tho028_2_1317","2017Tho028_2",12,0,20,0
9877,"2017Tho028_2_1317","2017Tho028_2",13,0,20,0
9878,"2017Tho028_2_1317","2017Tho028_2",14,0,20,0
9879,"2017Tho028_2_1317","2017Tho028_2",15,0,20,0
9880,"2017Tho028_2_1317","2017Tho028_2",16,0,20,0
9881,"2017Tho028_2_1317","2017Tho028_2",17,0,20,0
9882,"2017Tho028_2_1317","2017Tho028_2",18,0,20,0
9883,"2017Tho028_2_1317","2017Tho028_2",19,0,20,0
9884,"2017Tho028_2_1317","2017Tho028_2",20,0,20,0
9885,"2017Tho028_2_1322","2017Tho028_2",0,5,20,0
9886,"2017Tho028_2_1322","2017Tho028_2",1,5,20,0
9887,"2017Tho028_2_1322","2017Tho028_2",2,5,20,0
9888,"2017Tho028_2_1322","2017Tho028_2",3,5,20,0
9889,"2017Tho028_2_1322","2017Tho028_2",4,5,20,0
9890,"2017Tho028_2_1322","2017Tho028_2",5,5,20,1
9891,"2017Tho028_2_1322","2017Tho028_2",6,5,20,0
9892,"2017Tho028_2_1322","2017Tho028_2",7,5,20,0
9893,"2017Tho028_2_1322","2017Tho028_2",8,5,20,0
9894,"2017Tho028_2_1322","2017Tho028_2",9,5,20,0
9895,"2017Tho028_2_1322","2017Tho028_2",10,5,20,0
9896,"2017Tho028_2_1322","2017Tho028_2",11,5,20,0
9897,"2017Tho028_2_1322","2017Tho028_2",12,5,20,0
9898,"2017Tho028_2_1322","2017Tho028_2",13,5,20,0
9899,"2017Tho028_2_1322","2017Tho028_2",14,5,20,0
9900,"2017Tho028_2_1322","2017Tho028_2",15,5,20,0
9901,"2017Tho028_2_1322","2017Tho028_2",16,5,20,0
9902,"2017Tho028_2_1322","2017Tho028_2",17,5,20,0
9903,"2017Tho028_2_1322","2017Tho028_2",18,5,20,0
9904,"2017Tho028_2_1322","2017Tho028_2",19,5,20,0
9905,"2017Tho028_2_1322","2017Tho028_2",20,5,20,0
9906,"2017Tho028_2_1331","2017Tho028_2",0,8,20,0
9907,"2017Tho028_2_1331","2017Tho028_2",1,8,20,0
9908,"2017Tho028_2_1331","2017Tho028_2",2,8,20,0
9909,"2017Tho028_2_1331","2017Tho028_2",3,8,20,0
9910,"2017Tho028_2_1331","2017Tho028_2",4,8,20,0
9911,"2017Tho028_2_1331","2017Tho028_2",5,8,20,0
9912,"2017Tho028_2_1331","2017Tho028_2",6,8,20,0
9913,"2017Tho028_2_1331","2017Tho028_2",7,8,20,0
9914,"2017Tho028_2_1331","2017Tho028_2",8,8,20,1
9915,"2017Tho028_2_1331","2017Tho028_2",9,8,20,0
9916,"2017Tho028_2_1331","2017Tho028_2",10,8,20,0
9917,"2017Tho028_2_1331","2017Tho028_2",11,8,20,0
9918,"2017Tho028_2_1331","2017Tho028_2",12,8,20,0
9919,"2017Tho028_2_1331","2017Tho028_2",13,8,20,0
9920,"2017Tho028_2_1331","2017Tho028_2",14,8,20,0
9921,"2017Tho028_2_1331","2017Tho028_2",15,8,20,0
9922,"2017Tho028_2_1331","2017Tho028_2",16,8,20,0
9923,"2017Tho028_2_1331","2017Tho028_2",17,8,20,0
9924,"2017Tho028_2_1331","2017Tho028_2",18,8,20,0
9925,"2017Tho028_2_1331","2017Tho028_2",19,8,20,0
9926,"2017Tho028_2_1331","2017Tho028_2",20,8,20,0
9927,"2017Tho028_1_106","2017Tho028_1",0,0,20,1
9928,"2017Tho028_1_106","2017Tho028_1",1,0,20,0
9929,"2017Tho028_1_106","2017Tho028_1",2,0,20,0
9930,"2017Tho028_1_106","2017Tho028_1",3,0,20,0
9931,"2017Tho028_1_106","2017Tho028_1",4,0,20,0
9932,"2017Tho028_1_106","2017Tho028_1",5,0,20,0
9933,"2017Tho028_1_106","2017Tho028_1",6,0,20,0
9934,"2017Tho028_1_106","2017Tho028_1",7,0,20,0
9935,"2017Tho028_1_106","2017Tho028_1",8,0,20,0
9936,"2017Tho028_1_106","2017Tho028_1",9,0,20,0
9937,"2017Tho028_1_106","2017Tho028_1",10,0,20,0
9938,"2017Tho028_1_106","2017Tho028_1",11,0,20,0
9939,"2017Tho028_1_106","2017Tho028_1",12,0,20,0
9940,"2017Tho028_1_106","2017Tho028_1",13,0,20,0
9941,"2017Tho028_1_106","2017Tho028_1",14,0,20,0
9942,"2017Tho028_1_106","2017Tho028_1",15,0,20,0
9943,"2017Tho028_1_106","2017Tho028_1",16,0,20,0
9944,"2017Tho028_1_106","2017Tho028_1",17,0,20,0
9945,"2017Tho028_1_106","2017Tho028_1",18,0,20,0
9946,"2017Tho028_1_106","2017Tho028_1",19,0,20,0
9947,"2017Tho028_1_106","2017Tho028_1",20,0,20,0
9948,"2017Tho028_1_108","2017Tho028_1",0,5,20,0
9949,"2017Tho028_1_108","2017Tho028_1",1,5,20,0
9950,"2017Tho028_1_108","2017Tho028_1",2,5,20,0
9951,"2017Tho028_1_108","2017Tho028_1",3,5,20,0
9952,"2017Tho028_1_108","2017Tho028_1",4,5,20,0
9953,"2017Tho028_1_108","2017Tho028_1",5,5,20,1
9954,"2017Tho028_1_108","2017Tho028_1",6,5,20,0
9955,"2017Tho028_1_108","2017Tho028_1",7,5,20,0
9956,"2017Tho028_1_108","2017Tho028_1",8,5,20,0
9957,"2017Tho028_1_108","2017Tho028_1",9,5,20,0
9958,"2017Tho028_1_108","2017Tho028_1",10,5,20,0
9959,"2017Tho028_1_108","2017Tho028_1",11,5,20,0
9960,"2017Tho028_1_108","2017Tho028_1",12,5,20,0
9961,"2017Tho028_1_108","2017Tho028_1",13,5,20,0
9962,"2017Tho028_1_108","2017Tho028_1",14,5,20,0
9963,"2017Tho028_1_108","2017Tho028_1",15,5,20,0
9964,"2017Tho028_1_108","2017Tho028_1",16,5,20,0
9965,"2017Tho028_1_108","2017Tho028_1",17,5,20,0
9966,"2017Tho028_1_108","2017Tho028_1",18,5,20,0
9967,"2017Tho028_1_108","2017Tho028_1",19,5,20,0
9968,"2017Tho028_1_108","2017Tho028_1",20,5,20,0
9969,"2017Tho028_1_109","2017Tho028_1",0,0,20,1
9970,"2017Tho028_1_109","2017Tho028_1",1,0,20,0
9971,"2017Tho028_1_109","2017Tho028_1",2,0,20,0
9972,"2017Tho028_1_109","2017Tho028_1",3,0,20,0
9973,"2017Tho028_1_109","2017Tho028_1",4,0,20,0
9974,"2017Tho028_1_109","2017Tho028_1",5,0,20,0
9975,"2017Tho028_1_109","2017Tho028_1",6,0,20,0
9976,"2017Tho028_1_109","2017Tho028_1",7,0,20,0
9977,"2017Tho028_1_109","2017Tho028_1",8,0,20,0
9978,"2017Tho028_1_109","2017Tho028_1",9,0,20,0
9979,"2017Tho028_1_109","2017Tho028_1",10,0,20,0
9980,"2017Tho028_1_109","2017Tho028_1",11,0,20,0
9981,"2017Tho028_1_109","2017Tho028_1",12,0,20,0
9982,"2017Tho028_1_109","2017Tho028_1",13,0,20,0
9983,"2017Tho028_1_109","2017Tho028_1",14,0,20,0
9984,"2017Tho028_1_109","2017Tho028_1",15,0,20,0
9985,"2017Tho028_1_109","2017Tho028_1",16,0,20,0
9986,"2017Tho028_1_109","2017Tho028_1",17,0,20,0
9987,"2017Tho028_1_109","2017Tho028_1",18,0,20,0
9988,"2017Tho028_1_109","2017Tho028_1",19,0,20,0
9989,"2017Tho028_1_109","2017Tho028_1",20,0,20,0
9990,"2017Tho028_1_112","2017Tho028_1",0,5,20,0
9991,"2017Tho028_1_112","2017Tho028_1",1,5,20,0
9992,"2017Tho028_1_112","2017Tho028_1",2,5,20,0
9993,"2017Tho028_1_112","2017Tho028_1",3,5,20,0
9994,"2017Tho028_1_112","2017Tho028_1",4,5,20,0
9995,"2017Tho028_1_112","2017Tho028_1",5,5,20,1
9996,"2017Tho028_1_112","2017Tho028_1",6,5,20,0
9997,"2017Tho028_1_112","2017Tho028_1",7,5,20,0
9998,"2017Tho028_1_112","2017Tho028_1",8,5,20,0
9999,"2017Tho028_1_112","2017Tho028_1",9,5,20,0
10000,"2017Tho028_1_112","2017Tho028_1",10,5,20,0
10001,"2017Tho028_1_112","2017Tho028_1",11,5,20,0
10002,"2017Tho028_1_112","2017Tho028_1",12,5,20,0
10003,"2017Tho028_1_112","2017Tho028_1",13,5,20,0
10004,"2017Tho028_1_112","2017Tho028_1",14,5,20,0
10005,"2017Tho028_1_112","2017Tho028_1",15,5,20,0
10006,"2017Tho028_1_112","2017Tho028_1",16,5,20,0
10007,"2017Tho028_1_112","2017Tho028_1",17,5,20,0
10008,"2017Tho028_1_112","2017Tho028_1",18,5,20,0
10009,"2017Tho028_1_112","2017Tho028_1",19,5,20,0
10010,"2017Tho028_1_112","2017Tho028_1",20,5,20,0
10011,"2017Tho028_1_113","2017Tho028_1",0,8,20,0
10012,"2017Tho028_1_113","2017Tho028_1",1,8,20,0
10013,"2017Tho028_1_113","2017Tho028_1",2,8,20,0
10014,"2017Tho028_1_113","2017Tho028_1",3,8,20,0
10015,"2017Tho028_1_113","2017Tho028_1",4,8,20,0
10016,"2017Tho028_1_113","2017Tho028_1",5,8,20,0
10017,"2017Tho028_1_113","2017Tho028_1",6,8,20,0
10018,"2017Tho028_1_113","2017Tho028_1",7,8,20,0
10019,"2017Tho028_1_113","2017Tho028_1",8,8,20,1
10020,"2017Tho028_1_113","2017Tho028_1",9,8,20,0
10021,"2017Tho028_1_113","2017Tho028_1",10,8,20,0
10022,"2017Tho028_1_113","2017Tho028_1",11,8,20,0
10023,"2017Tho028_1_113","2017Tho028_1",12,8,20,0
10024,"2017Tho028_1_113","2017Tho028_1",13,8,20,0
10025,"2017Tho028_1_113","2017Tho028_1",14,8,20,0
10026,"2017Tho028_1_113","2017Tho028_1",15,8,20,0
10027,"2017Tho028_1_113","2017Tho028_1",16,8,20,0
10028,"2017Tho028_1_113","2017Tho028_1",17,8,20,0
10029,"2017Tho028_1_113","2017Tho028_1",18,8,20,0
10030,"2017Tho028_1_113","2017Tho028_1",19,8,20,0
10031,"2017Tho028_1_113","2017Tho028_1",20,8,20,0
10032,"2017Tho028_1_115","2017Tho028_1",0,10,20,0
10033,"2017Tho028_1_115","2017Tho028_1",1,10,20,0
10034,"2017Tho028_1_115","2017Tho028_1",2,10,20,0
10035,"2017Tho028_1_115","2017Tho028_1",3,10,20,0
10036,"2017Tho028_1_115","2017Tho028_1",4,10,20,0
10037,"2017Tho028_1_115","2017Tho028_1",5,10,20,0
10038,"2017Tho028_1_115","2017Tho028_1",6,10,20,0
10039,"2017Tho028_1_115","2017Tho028_1",7,10,20,0
10040,"2017Tho028_1_115","2017Tho028_1",8,10,20,0
10041,"2017Tho028_1_115","2017Tho028_1",9,10,20,0
10042,"2017Tho028_1_115","2017Tho028_1",10,10,20,1
10043,"2017Tho028_1_115","2017Tho028_1",11,10,20,0
10044,"2017Tho028_1_115","2017Tho028_1",12,10,20,0
10045,"2017Tho028_1_115","2017Tho028_1",13,10,20,0
10046,"2017Tho028_1_115","2017Tho028_1",14,10,20,0
10047,"2017Tho028_1_115","2017Tho028_1",15,10,20,0
10048,"2017Tho028_1_115","2017Tho028_1",16,10,20,0
10049,"2017Tho028_1_115","2017Tho028_1",17,10,20,0
10050,"2017Tho028_1_115","2017Tho028_1",18,10,20,0
10051,"2017Tho028_1_115","2017Tho028_1",19,10,20,0
10052,"2017Tho028_1_115","2017Tho028_1",20,10,20,0
10053,"2017Tho028_1_117","2017Tho028_1",0,4,20,0
10054,"2017Tho028_1_117","2017Tho028_1",1,4,20,0
10055,"2017Tho028_1_117","2017Tho028_1",2,4,20,0
10056,"2017Tho028_1_117","2017Tho028_1",3,4,20,0
10057,"2017Tho028_1_117","2017Tho028_1",4,4,20,1
10058,"2017Tho028_1_117","2017Tho028_1",5,4,20,0
10059,"2017Tho028_1_117","2017Tho028_1",6,4,20,0
10060,"2017Tho028_1_117","2017Tho028_1",7,4,20,0
10061,"2017Tho028_1_117","2017Tho028_1",8,4,20,0
10062,"2017Tho028_1_117","2017Tho028_1",9,4,20,0
10063,"2017Tho028_1_117","2017Tho028_1",10,4,20,0
10064,"2017Tho028_1_117","2017Tho028_1",11,4,20,0
10065,"2017Tho028_1_117","2017Tho028_1",12,4,20,0
10066,"2017Tho028_1_117","2017Tho028_1",13,4,20,0
10067,"2017Tho028_1_117","2017Tho028_1",14,4,20,0
10068,"2017Tho028_1_117","2017Tho028_1",15,4,20,0
10069,"2017Tho028_1_117","2017Tho028_1",16,4,20,0
10070,"2017Tho028_1_117","2017Tho028_1",17,4,20,0
10071,"2017Tho028_1_117","2017Tho028_1",18,4,20,0
10072,"2017Tho028_1_117","2017Tho028_1",19,4,20,0
10073,"2017Tho028_1_117","2017Tho028_1",20,4,20,0
10074,"2017Tho028_1_118","2017Tho028_1",0,10,20,0
10075,"2017Tho028_1_118","2017Tho028_1",1,10,20,0
10076,"2017Tho028_1_118","2017Tho028_1",2,10,20,0
10077,"2017Tho028_1_118","2017Tho028_1",3,10,20,0
10078,"2017Tho028_1_118","2017Tho028_1",4,10,20,0
10079,"2017Tho028_1_118","2017Tho028_1",5,10,20,0
10080,"2017Tho028_1_118","2017Tho028_1",6,10,20,0
10081,"2017Tho028_1_118","2017Tho028_1",7,10,20,0
10082,"2017Tho028_1_118","2017Tho028_1",8,10,20,0
10083,"2017Tho028_1_118","2017Tho028_1",9,10,20,0
10084,"2017Tho028_1_118","2017Tho028_1",10,10,20,1
10085,"2017Tho028_1_118","2017Tho028_1",11,10,20,0
10086,"2017Tho028_1_118","2017Tho028_1",12,10,20,0
10087,"2017Tho028_1_118","2017Tho028_1",13,10,20,0
10088,"2017Tho028_1_118","2017Tho028_1",14,10,20,0
10089,"2017Tho028_1_118","2017Tho028_1",15,10,20,0
10090,"2017Tho028_1_118","2017Tho028_1",16,10,20,0
10091,"2017Tho028_1_118","2017Tho028_1",17,10,20,0
10092,"2017Tho028_1_118","2017Tho028_1",18,10,20,0
10093,"2017Tho028_1_118","2017Tho028_1",19,10,20,0
10094,"2017Tho028_1_118","2017Tho028_1",20,10,20,0
10095,"2017Tho028_1_119","2017Tho028_1",0,4,20,0
10096,"2017Tho028_1_119","2017Tho028_1",1,4,20,0
10097,"2017Tho028_1_119","2017Tho028_1",2,4,20,0
10098,"2017Tho028_1_119","2017Tho028_1",3,4,20,0
10099,"2017Tho028_1_119","2017Tho028_1",4,4,20,1
10100,"2017Tho028_1_119","2017Tho028_1",5,4,20,0
10101,"2017Tho028_1_119","2017Tho028_1",6,4,20,0
10102,"2017Tho028_1_119","2017Tho028_1",7,4,20,0
10103,"2017Tho028_1_119","2017Tho028_1",8,4,20,0
10104,"2017Tho028_1_119","2017Tho028_1",9,4,20,0
10105,"2017Tho028_1_119","2017Tho028_1",10,4,20,0
10106,"2017Tho028_1_119","2017Tho028_1",11,4,20,0
10107,"2017Tho028_1_119","2017Tho028_1",12,4,20,0
10108,"2017Tho028_1_119","2017Tho028_1",13,4,20,0
10109,"2017Tho028_1_119","2017Tho028_1",14,4,20,0
10110,"2017Tho028_1_119","2017Tho028_1",15,4,20,0
10111,"2017Tho028_1_119","2017Tho028_1",16,4,20,0
10112,"2017Tho028_1_119","2017Tho028_1",17,4,20,0
10113,"2017Tho028_1_119","2017Tho028_1",18,4,20,0
10114,"2017Tho028_1_119","2017Tho028_1",19,4,20,0
10115,"2017Tho028_1_119","2017Tho028_1",20,4,20,0
10116,"2017Tho028_1_120","2017Tho028_1",0,5,20,0
10117,"2017Tho028_1_120","2017Tho028_1",1,5,20,0
10118,"2017Tho028_1_120","2017Tho028_1",2,5,20,0
10119,"2017Tho028_1_120","2017Tho028_1",3,5,20,0
10120,"2017Tho028_1_120","2017Tho028_1",4,5,20,0
10121,"2017Tho028_1_120","2017Tho028_1",5,5,20,1
10122,"2017Tho028_1_120","2017Tho028_1",6,5,20,0
10123,"2017Tho028_1_120","2017Tho028_1",7,5,20,0
10124,"2017Tho028_1_120","2017Tho028_1",8,5,20,0
10125,"2017Tho028_1_120","2017Tho028_1",9,5,20,0
10126,"2017Tho028_1_120","2017Tho028_1",10,5,20,0
10127,"2017Tho028_1_120","2017Tho028_1",11,5,20,0
10128,"2017Tho028_1_120","2017Tho028_1",12,5,20,0
10129,"2017Tho028_1_120","2017Tho028_1",13,5,20,0
10130,"2017Tho028_1_120","2017Tho028_1",14,5,20,0
10131,"2017Tho028_1_120","2017Tho028_1",15,5,20,0
10132,"2017Tho028_1_120","2017Tho028_1",16,5,20,0
10133,"2017Tho028_1_120","2017Tho028_1",17,5,20,0
10134,"2017Tho028_1_120","2017Tho028_1",18,5,20,0
10135,"2017Tho028_1_120","2017Tho028_1",19,5,20,0
10136,"2017Tho028_1_120","2017Tho028_1",20,5,20,0
10137,"2017Tho028_1_121","2017Tho028_1",0,2,20,0
10138,"2017Tho028_1_121","2017Tho028_1",1,2,20,0
10139,"2017Tho028_1_121","2017Tho028_1",2,2,20,1
10140,"2017Tho028_1_121","2017Tho028_1",3,2,20,0
10141,"2017Tho028_1_121","2017Tho028_1",4,2,20,0
10142,"2017Tho028_1_121","2017Tho028_1",5,2,20,0
10143,"2017Tho028_1_121","2017Tho028_1",6,2,20,0
10144,"2017Tho028_1_121","2017Tho028_1",7,2,20,0
10145,"2017Tho028_1_121","2017Tho028_1",8,2,20,0
10146,"2017Tho028_1_121","2017Tho028_1",9,2,20,0
10147,"2017Tho028_1_121","2017Tho028_1",10,2,20,0
10148,"2017Tho028_1_121","2017Tho028_1",11,2,20,0
10149,"2017Tho028_1_121","2017Tho028_1",12,2,20,0
10150,"2017Tho028_1_121","2017Tho028_1",13,2,20,0
10151,"2017Tho028_1_121","2017Tho028_1",14,2,20,0
10152,"2017Tho028_1_121","2017Tho028_1",15,2,20,0
10153,"2017Tho028_1_121","2017Tho028_1",16,2,20,0
10154,"2017Tho028_1_121","2017Tho028_1",17,2,20,0
10155,"2017Tho028_1_121","2017Tho028_1",18,2,20,0
10156,"2017Tho028_1_121","2017Tho028_1",19,2,20,0
10157,"2017Tho028_1_121","2017Tho028_1",20,2,20,0
10158,"2017Tho028_1_123","2017Tho028_1",0,1,20,0
10159,"2017Tho028_1_123","2017Tho028_1",1,1,20,1
10160,"2017Tho028_1_123","2017Tho028_1",2,1,20,0
10161,"2017Tho028_1_123","2017Tho028_1",3,1,20,0
10162,"2017Tho028_1_123","2017Tho028_1",4,1,20,0
10163,"2017Tho028_1_123","2017Tho028_1",5,1,20,0
10164,"2017Tho028_1_123","2017Tho028_1",6,1,20,0
10165,"2017Tho028_1_123","2017Tho028_1",7,1,20,0
10166,"2017Tho028_1_123","2017Tho028_1",8,1,20,0
10167,"2017Tho028_1_123","2017Tho028_1",9,1,20,0
10168,"2017Tho028_1_123","2017Tho028_1",10,1,20,0
10169,"2017Tho028_1_123","2017Tho028_1",11,1,20,0
10170,"2017Tho028_1_123","2017Tho028_1",12,1,20,0
10171,"2017Tho028_1_123","2017Tho028_1",13,1,20,0
10172,"2017Tho028_1_123","2017Tho028_1",14,1,20,0
10173,"2017Tho028_1_123","2017Tho028_1",15,1,20,0
10174,"2017Tho028_1_123","2017Tho028_1",16,1,20,0
10175,"2017Tho028_1_123","2017Tho028_1",17,1,20,0
10176,"2017Tho028_1_123","2017Tho028_1",18,1,20,0
10177,"2017Tho028_1_123","2017Tho028_1",19,1,20,0
10178,"2017Tho028_1_123","2017Tho028_1",20,1,20,0
10179,"2017Tho028_1_126","2017Tho028_1",0,2,20,0
10180,"2017Tho028_1_126","2017Tho028_1",1,2,20,0
10181,"2017Tho028_1_126","2017Tho028_1",2,2,20,1
10182,"2017Tho028_1_126","2017Tho028_1",3,2,20,0
10183,"2017Tho028_1_126","2017Tho028_1",4,2,20,0
10184,"2017Tho028_1_126","2017Tho028_1",5,2,20,0
10185,"2017Tho028_1_126","2017Tho028_1",6,2,20,0
10186,"2017Tho028_1_126","2017Tho028_1",7,2,20,0
10187,"2017Tho028_1_126","2017Tho028_1",8,2,20,0
10188,"2017Tho028_1_126","2017Tho028_1",9,2,20,0
10189,"2017Tho028_1_126","2017Tho028_1",10,2,20,0
10190,"2017Tho028_1_126","2017Tho028_1",11,2,20,0
10191,"2017Tho028_1_126","2017Tho028_1",12,2,20,0
10192,"2017Tho028_1_126","2017Tho028_1",13,2,20,0
10193,"2017Tho028_1_126","2017Tho028_1",14,2,20,0
10194,"2017Tho028_1_126","2017Tho028_1",15,2,20,0
10195,"2017Tho028_1_126","2017Tho028_1",16,2,20,0
10196,"2017Tho028_1_126","2017Tho028_1",17,2,20,0
10197,"2017Tho028_1_126","2017Tho028_1",18,2,20,0
10198,"2017Tho028_1_126","2017Tho028_1",19,2,20,0
10199,"2017Tho028_1_126","2017Tho028_1",20,2,20,0
10200,"2017Tho028_1_127","2017Tho028_1",0,5,20,0
10201,"2017Tho028_1_127","2017Tho028_1",1,5,20,0
10202,"2017Tho028_1_127","2017Tho028_1",2,5,20,0
10203,"2017Tho028_1_127","2017Tho028_1",3,5,20,0
10204,"2017Tho028_1_127","2017Tho028_1",4,5,20,0
10205,"2017Tho028_1_127","2017Tho028_1",5,5,20,1
10206,"2017Tho028_1_127","2017Tho028_1",6,5,20,0
10207,"2017Tho028_1_127","2017Tho028_1",7,5,20,0
10208,"2017Tho028_1_127","2017Tho028_1",8,5,20,0
10209,"2017Tho028_1_127","2017Tho028_1",9,5,20,0
10210,"2017Tho028_1_127","2017Tho028_1",10,5,20,0
10211,"2017Tho028_1_127","2017Tho028_1",11,5,20,0
10212,"2017Tho028_1_127","2017Tho028_1",12,5,20,0
10213,"2017Tho028_1_127","2017Tho028_1",13,5,20,0
10214,"2017Tho028_1_127","2017Tho028_1",14,5,20,0
10215,"2017Tho028_1_127","2017Tho028_1",15,5,20,0
10216,"2017Tho028_1_127","2017Tho028_1",16,5,20,0
10217,"2017Tho028_1_127","2017Tho028_1",17,5,20,0
10218,"2017Tho028_1_127","2017Tho028_1",18,5,20,0
10219,"2017Tho028_1_127","2017Tho028_1",19,5,20,0
10220,"2017Tho028_1_127","2017Tho028_1",20,5,20,0
10221,"2017Tho028_1_130","2017Tho028_1",0,5,20,0
10222,"2017Tho028_1_130","2017Tho028_1",1,5,20,0
10223,"2017Tho028_1_130","2017Tho028_1",2,5,20,0
10224,"2017Tho028_1_130","2017Tho028_1",3,5,20,0
10225,"2017Tho028_1_130","2017Tho028_1",4,5,20,0
10226,"2017Tho028_1_130","2017Tho028_1",5,5,20,1
10227,"2017Tho028_1_130","2017Tho028_1",6,5,20,0
10228,"2017Tho028_1_130","2017Tho028_1",7,5,20,0
10229,"2017Tho028_1_130","2017Tho028_1",8,5,20,0
10230,"2017Tho028_1_130","2017Tho028_1",9,5,20,0
10231,"2017Tho028_1_130","2017Tho028_1",10,5,20,0
10232,"2017Tho028_1_130","2017Tho028_1",11,5,20,0
10233,"2017Tho028_1_130","2017Tho028_1",12,5,20,0
10234,"2017Tho028_1_130","2017Tho028_1",13,5,20,0
10235,"2017Tho028_1_130","2017Tho028_1",14,5,20,0
10236,"2017Tho028_1_130","2017Tho028_1",15,5,20,0
10237,"2017Tho028_1_130","2017Tho028_1",16,5,20,0
10238,"2017Tho028_1_130","2017Tho028_1",17,5,20,0
10239,"2017Tho028_1_130","2017Tho028_1",18,5,20,0
10240,"2017Tho028_1_130","2017Tho028_1",19,5,20,0
10241,"2017Tho028_1_130","2017Tho028_1",20,5,20,0
10242,"2017Tho028_1_132","2017Tho028_1",0,5,20,0
10243,"2017Tho028_1_132","2017Tho028_1",1,5,20,0
10244,"2017Tho028_1_132","2017Tho028_1",2,5,20,0
10245,"2017Tho028_1_132","2017Tho028_1",3,5,20,0
10246,"2017Tho028_1_132","2017Tho028_1",4,5,20,0
10247,"2017Tho028_1_132","2017Tho028_1",5,5,20,1
10248,"2017Tho028_1_132","2017Tho028_1",6,5,20,0
10249,"2017Tho028_1_132","2017Tho028_1",7,5,20,0
10250,"2017Tho028_1_132","2017Tho028_1",8,5,20,0
10251,"2017Tho028_1_132","2017Tho028_1",9,5,20,0
10252,"2017Tho028_1_132","2017Tho028_1",10,5,20,0
10253,"2017Tho028_1_132","2017Tho028_1",11,5,20,0
10254,"2017Tho028_1_132","2017Tho028_1",12,5,20,0
10255,"2017Tho028_1_132","2017Tho028_1",13,5,20,0
10256,"2017Tho028_1_132","2017Tho028_1",14,5,20,0
10257,"2017Tho028_1_132","2017Tho028_1",15,5,20,0
10258,"2017Tho028_1_132","2017Tho028_1",16,5,20,0
10259,"2017Tho028_1_132","2017Tho028_1",17,5,20,0
10260,"2017Tho028_1_132","2017Tho028_1",18,5,20,0
10261,"2017Tho028_1_132","2017Tho028_1",19,5,20,0
10262,"2017Tho028_1_132","2017Tho028_1",20,5,20,0
10263,"2017Tho028_1_203","2017Tho028_1",0,10,20,0
10264,"2017Tho028_1_203","2017Tho028_1",1,10,20,0
