"p","subject_id","treatment_id","paper_id","scenarios","choice","endowment","A","gender","age","Design"
1787,"2020Bas115_2a_hbda07","2020Bas115_2a","2020Bas115",7,5,10,0,0,31,"Within"
1788,"2020Bas115_2a_hbda07","2020Bas115_2a","2020Bas115",8,5,10,0,0,31,"Within"
1789,"2020Bas115_2a_hbda07","2020Bas115_2a","2020Bas115",9,5,10,0,0,31,"Within"
1790,"2020Bas115_2a_hbda07","2020Bas115_2a","2020Bas115",10,5,10,0,0,31,"Within"
1791,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",0,5,10,0,1,23,"Within"
1792,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",1,5,10,0,1,23,"Within"
1793,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",2,5,10,0,1,23,"Within"
1794,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",3,5,10,0,1,23,"Within"
1795,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",4,5,10,0,1,23,"Within"
1796,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",5,5,10,1,1,23,"Within"
1797,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",6,5,10,0,1,23,"Within"
1798,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",7,5,10,0,1,23,"Within"
1799,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",8,5,10,0,1,23,"Within"
1800,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",9,5,10,0,1,23,"Within"
1801,"2020Bas115_2a_hbge12","2020Bas115_2a","2020Bas115",10,5,10,0,1,23,"Within"
1802,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",0,5,10,0,0,36,"Within"
1803,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",1,5,10,0,0,36,"Within"
1804,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",2,5,10,0,0,36,"Within"
1805,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",3,5,10,0,0,36,"Within"
1806,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",4,5,10,0,0,36,"Within"
1807,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",5,5,10,1,0,36,"Within"
1808,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",6,5,10,0,0,36,"Within"
1809,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",7,5,10,0,0,36,"Within"
1810,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",8,5,10,0,0,36,"Within"
1811,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",9,5,10,0,0,36,"Within"
1812,"2020Bas115_2a_hhbs26","2020Bas115_2a","2020Bas115",10,5,10,0,0,36,"Within"
1813,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",0,3,10,0,0,30,"Within"
1814,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",1,3,10,0,0,30,"Within"
1815,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",2,3,10,0,0,30,"Within"
1816,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",3,3,10,1,0,30,"Within"
1817,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",4,3,10,0,0,30,"Within"
1818,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",5,3,10,0,0,30,"Within"
1819,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",6,3,10,0,0,30,"Within"
1820,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",7,3,10,0,0,30,"Within"
1821,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",8,3,10,0,0,30,"Within"
1822,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",9,3,10,0,0,30,"Within"
1823,"2020Bas115_2a_hith07","2020Bas115_2a","2020Bas115",10,3,10,0,0,30,"Within"
1824,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",0,3,10,0,0,26,"Within"
1825,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",1,3,10,0,0,26,"Within"
1826,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",2,3,10,0,0,26,"Within"
1827,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",3,3,10,1,0,26,"Within"
1828,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",4,3,10,0,0,26,"Within"
1829,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",5,3,10,0,0,26,"Within"
1830,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",6,3,10,0,0,26,"Within"
1831,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",7,3,10,0,0,26,"Within"
1832,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",8,3,10,0,0,26,"Within"
1833,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",9,3,10,0,0,26,"Within"
1834,"2020Bas115_2a_hwhr05","2020Bas115_2a","2020Bas115",10,3,10,0,0,26,"Within"
1835,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",0,0,10,1,0,19,"Within"
1836,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",1,0,10,0,0,19,"Within"
1837,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",2,0,10,0,0,19,"Within"
1838,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",3,0,10,0,0,19,"Within"
1839,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",4,0,10,0,0,19,"Within"
1840,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",5,0,10,0,0,19,"Within"
1841,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",6,0,10,0,0,19,"Within"
1842,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",7,0,10,0,0,19,"Within"
1843,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",8,0,10,0,0,19,"Within"
1844,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",9,0,10,0,0,19,"Within"
1845,"2020Bas115_2a_iajo26","2020Bas115_2a","2020Bas115",10,0,10,0,0,19,"Within"
1846,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",0,3,10,0,1,23,"Within"
1847,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",1,3,10,0,1,23,"Within"
1848,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",2,3,10,0,1,23,"Within"
1849,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",3,3,10,1,1,23,"Within"
1850,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",4,3,10,0,1,23,"Within"
1851,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",5,3,10,0,1,23,"Within"
1852,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",6,3,10,0,1,23,"Within"
1853,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",7,3,10,0,1,23,"Within"
1854,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",8,3,10,0,1,23,"Within"
1855,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",9,3,10,0,1,23,"Within"
1856,"2020Bas115_2a_ibde07","2020Bas115_2a","2020Bas115",10,3,10,0,1,23,"Within"
1857,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",0,0,10,1,1,26,"Within"
1858,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",1,0,10,0,1,26,"Within"
1859,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",2,0,10,0,1,26,"Within"
1860,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",3,0,10,0,1,26,"Within"
1861,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",4,0,10,0,1,26,"Within"
1862,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",5,0,10,0,1,26,"Within"
1863,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",6,0,10,0,1,26,"Within"
1864,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",7,0,10,0,1,26,"Within"
1865,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",8,0,10,0,1,26,"Within"
1866,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",9,0,10,0,1,26,"Within"
1867,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",10,0,10,0,1,26,"Within"
1868,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",0,0,10,1,1,27,"Within"
1869,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",1,0,10,0,1,27,"Within"
1870,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",2,0,10,0,1,27,"Within"
1871,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",3,0,10,0,1,27,"Within"
1872,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",4,0,10,0,1,27,"Within"
1873,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",5,0,10,0,1,27,"Within"
1874,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",6,0,10,0,1,27,"Within"
1875,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",7,0,10,0,1,27,"Within"
1876,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",8,0,10,0,1,27,"Within"
1877,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",9,0,10,0,1,27,"Within"
1878,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",10,0,10,0,1,27,"Within"
1879,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",0,0,10,1,1,28,"Within"
1880,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",1,0,10,0,1,28,"Within"
1881,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",2,0,10,0,1,28,"Within"
1882,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",3,0,10,0,1,28,"Within"
1883,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",4,0,10,0,1,28,"Within"
1884,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",5,0,10,0,1,28,"Within"
1885,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",6,0,10,0,1,28,"Within"
1886,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",7,0,10,0,1,28,"Within"
1887,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",8,0,10,0,1,28,"Within"
1888,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",9,0,10,0,1,28,"Within"
1889,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",10,0,10,0,1,28,"Within"
1890,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",0,4,10,0,1,25,"Within"
1891,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",1,4,10,0,1,25,"Within"
1892,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",2,4,10,0,1,25,"Within"
1893,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",3,4,10,0,1,25,"Within"
1894,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",4,4,10,1,1,25,"Within"
1895,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",5,4,10,0,1,25,"Within"
1896,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",6,4,10,0,1,25,"Within"
1897,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",7,4,10,0,1,25,"Within"
1898,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",8,4,10,0,1,25,"Within"
1899,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",9,4,10,0,1,25,"Within"
1900,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",10,4,10,0,1,25,"Within"
1901,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",0,5,10,0,1,20,"Within"
1902,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",1,5,10,0,1,20,"Within"
1903,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",2,5,10,0,1,20,"Within"
1904,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",3,5,10,0,1,20,"Within"
1905,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",4,5,10,0,1,20,"Within"
1906,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",5,5,10,1,1,20,"Within"
1907,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",6,5,10,0,1,20,"Within"
1908,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",7,5,10,0,1,20,"Within"
1909,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",8,5,10,0,1,20,"Within"
1910,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",9,5,10,0,1,20,"Within"
1911,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",10,5,10,0,1,20,"Within"
1912,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",0,4,10,0,1,29,"Within"
1913,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",1,4,10,0,1,29,"Within"
1914,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",2,4,10,0,1,29,"Within"
1915,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",3,4,10,0,1,29,"Within"
1916,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",4,4,10,1,1,29,"Within"
1917,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",5,4,10,0,1,29,"Within"
1918,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",6,4,10,0,1,29,"Within"
1919,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",7,4,10,0,1,29,"Within"
1920,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",8,4,10,0,1,29,"Within"
1921,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",9,4,10,0,1,29,"Within"
1922,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",10,4,10,0,1,29,"Within"
1923,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",0,3,10,0,1,21,"Within"
1924,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",1,3,10,0,1,21,"Within"
1925,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",2,3,10,0,1,21,"Within"
1926,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",3,3,10,1,1,21,"Within"
1927,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",4,3,10,0,1,21,"Within"
1928,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",5,3,10,0,1,21,"Within"
1929,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",6,3,10,0,1,21,"Within"
1930,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",7,3,10,0,1,21,"Within"
1931,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",8,3,10,0,1,21,"Within"
1932,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",9,3,10,0,1,21,"Within"
1933,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",10,3,10,0,1,21,"Within"
1934,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",0,5,10,0,1,23,"Within"
1935,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",1,5,10,0,1,23,"Within"
1936,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",2,5,10,0,1,23,"Within"
1937,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",3,5,10,0,1,23,"Within"
1938,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",4,5,10,0,1,23,"Within"
1939,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",5,5,10,1,1,23,"Within"
1940,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",6,5,10,0,1,23,"Within"
1941,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",7,5,10,0,1,23,"Within"
1942,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",8,5,10,0,1,23,"Within"
1943,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",9,5,10,0,1,23,"Within"
1944,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",10,5,10,0,1,23,"Within"
1945,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",0,3,10,0,1,22,"Within"
1946,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",1,3,10,0,1,22,"Within"
1947,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",2,3,10,0,1,22,"Within"
1948,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",3,3,10,1,1,22,"Within"
1949,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",4,3,10,0,1,22,"Within"
1950,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",5,3,10,0,1,22,"Within"
1951,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",6,3,10,0,1,22,"Within"
1952,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",7,3,10,0,1,22,"Within"
1953,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",8,3,10,0,1,22,"Within"
1954,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",9,3,10,0,1,22,"Within"
1955,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",10,3,10,0,1,22,"Within"
1956,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",0,0,10,1,1,23,"Within"
1957,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",1,0,10,0,1,23,"Within"
1958,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",2,0,10,0,1,23,"Within"
1959,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",3,0,10,0,1,23,"Within"
1960,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",4,0,10,0,1,23,"Within"
1961,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",5,0,10,0,1,23,"Within"
1962,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",6,0,10,0,1,23,"Within"
1963,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",7,0,10,0,1,23,"Within"
1964,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",8,0,10,0,1,23,"Within"
1965,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",9,0,10,0,1,23,"Within"
1966,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",10,0,10,0,1,23,"Within"
1967,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",0,0,10,1,1,25,"Within"
1968,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",1,0,10,0,1,25,"Within"
1969,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",2,0,10,0,1,25,"Within"
1970,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",3,0,10,0,1,25,"Within"
1971,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",4,0,10,0,1,25,"Within"
1972,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",5,0,10,0,1,25,"Within"
1973,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",6,0,10,0,1,25,"Within"
1974,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",7,0,10,0,1,25,"Within"
1975,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",8,0,10,0,1,25,"Within"
1976,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",9,0,10,0,1,25,"Within"
1977,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",10,0,10,0,1,25,"Within"
1978,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",0,1,10,0,0,28,"Within"
1979,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",1,1,10,1,0,28,"Within"
1980,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",2,1,10,0,0,28,"Within"
1981,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",3,1,10,0,0,28,"Within"
1982,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",4,1,10,0,0,28,"Within"
1983,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",5,1,10,0,0,28,"Within"
1984,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",6,1,10,0,0,28,"Within"
1985,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",7,1,10,0,0,28,"Within"
1986,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",8,1,10,0,0,28,"Within"
1987,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",9,1,10,0,0,28,"Within"
1988,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",10,1,10,0,0,28,"Within"
1989,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",0,0,10,1,0,35,"Within"
1990,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",1,0,10,0,0,35,"Within"
1991,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",2,0,10,0,0,35,"Within"
1992,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",3,0,10,0,0,35,"Within"
1993,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",4,0,10,0,0,35,"Within"
1994,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",5,0,10,0,0,35,"Within"
1995,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",6,0,10,0,0,35,"Within"
1996,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",7,0,10,0,0,35,"Within"
1997,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",8,0,10,0,0,35,"Within"
1998,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",9,0,10,0,0,35,"Within"
1999,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",10,0,10,0,0,35,"Within"
2000,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",0,5,10,0,1,21,"Within"
2001,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",1,5,10,0,1,21,"Within"
2002,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",2,5,10,0,1,21,"Within"
2003,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",3,5,10,0,1,21,"Within"
2004,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",4,5,10,0,1,21,"Within"
2005,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",5,5,10,1,1,21,"Within"
2006,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",6,5,10,0,1,21,"Within"
2007,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",7,5,10,0,1,21,"Within"
2008,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",8,5,10,0,1,21,"Within"
2009,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",9,5,10,0,1,21,"Within"
2010,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",10,5,10,0,1,21,"Within"
2011,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",0,5,10,0,0,29,"Within"
2012,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",1,5,10,0,0,29,"Within"
2013,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",2,5,10,0,0,29,"Within"
2014,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",3,5,10,0,0,29,"Within"
2015,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",4,5,10,0,0,29,"Within"
2016,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",5,5,10,1,0,29,"Within"
2017,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",6,5,10,0,0,29,"Within"
2018,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",7,5,10,0,0,29,"Within"
2019,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",8,5,10,0,0,29,"Within"
2020,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",9,5,10,0,0,29,"Within"
2021,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",10,5,10,0,0,29,"Within"
2022,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",0,2,10,0,1,26,"Within"
2023,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",1,2,10,0,1,26,"Within"
2024,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",2,2,10,1,1,26,"Within"
2025,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",3,2,10,0,1,26,"Within"
2026,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",4,2,10,0,1,26,"Within"
2027,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",5,2,10,0,1,26,"Within"
2028,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",6,2,10,0,1,26,"Within"
2029,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",7,2,10,0,1,26,"Within"
2030,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",8,2,10,0,1,26,"Within"
2031,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",9,2,10,0,1,26,"Within"
2032,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",10,2,10,0,1,26,"Within"
2033,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",0,5,10,0,1,34,"Within"
2034,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",1,5,10,0,1,34,"Within"
2035,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",2,5,10,0,1,34,"Within"
2036,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",3,5,10,0,1,34,"Within"
2037,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",4,5,10,0,1,34,"Within"
2038,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",5,5,10,1,1,34,"Within"
2039,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",6,5,10,0,1,34,"Within"
2040,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",7,5,10,0,1,34,"Within"
2041,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",8,5,10,0,1,34,"Within"
2042,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",9,5,10,0,1,34,"Within"
2043,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",10,5,10,0,1,34,"Within"
2044,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",0,0,10,1,1,23,"Within"
2045,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",1,0,10,0,1,23,"Within"
2046,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",2,0,10,0,1,23,"Within"
2047,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",3,0,10,0,1,23,"Within"
2048,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",4,0,10,0,1,23,"Within"
2049,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",5,0,10,0,1,23,"Within"
