"p","subject_id","treatment_id","paper_id","scenarios","choice","endowment","A","gender","age"
1864,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",7,0,10,0,1,26
1865,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",8,0,10,0,1,26
1866,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",9,0,10,0,1,26
1867,"2020Bas115_2a_ibja09","2020Bas115_2a","2020Bas115",10,0,10,0,1,26
1868,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",0,0,10,1,1,27
1869,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",1,0,10,0,1,27
1870,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",2,0,10,0,1,27
1871,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",3,0,10,0,1,27
1872,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",4,0,10,0,1,27
1873,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",5,0,10,0,1,27
1874,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",6,0,10,0,1,27
1875,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",7,0,10,0,1,27
1876,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",8,0,10,0,1,27
1877,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",9,0,10,0,1,27
1878,"2020Bas115_2a_ibso07","2020Bas115_2a","2020Bas115",10,0,10,0,1,27
1879,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",0,0,10,1,1,28
1880,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",1,0,10,0,1,28
1881,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",2,0,10,0,1,28
1882,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",3,0,10,0,1,28
1883,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",4,0,10,0,1,28
1884,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",5,0,10,0,1,28
1885,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",6,0,10,0,1,28
1886,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",7,0,10,0,1,28
1887,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",8,0,10,0,1,28
1888,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",9,0,10,0,1,28
1889,"2020Bas115_2a_icho19","2020Bas115_2a","2020Bas115",10,0,10,0,1,28
1890,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",0,4,10,0,1,25
1891,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",1,4,10,0,1,25
1892,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",2,4,10,0,1,25
1893,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",3,4,10,0,1,25
1894,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",4,4,10,1,1,25
1895,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",5,4,10,0,1,25
1896,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",6,4,10,0,1,25
1897,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",7,4,10,0,1,25
1898,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",8,4,10,0,1,25
1899,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",9,4,10,0,1,25
1900,"2020Bas115_2a_idiu15","2020Bas115_2a","2020Bas115",10,4,10,0,1,25
1901,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",0,5,10,0,1,20
1902,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",1,5,10,0,1,20
1903,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",2,5,10,0,1,20
1904,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",3,5,10,0,1,20
1905,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",4,5,10,0,1,20
1906,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",5,5,10,1,1,20
1907,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",6,5,10,0,1,20
1908,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",7,5,10,0,1,20
1909,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",8,5,10,0,1,20
1910,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",9,5,10,0,1,20
1911,"2020Bas115_2a_igha19","2020Bas115_2a","2020Bas115",10,5,10,0,1,20
1912,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",0,4,10,0,1,29
1913,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",1,4,10,0,1,29
1914,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",2,4,10,0,1,29
1915,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",3,4,10,0,1,29
1916,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",4,4,10,1,1,29
1917,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",5,4,10,0,1,29
1918,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",6,4,10,0,1,29
1919,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",7,4,10,0,1,29
1920,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",8,4,10,0,1,29
1921,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",9,4,10,0,1,29
1922,"2020Bas115_2a_iiae13","2020Bas115_2a","2020Bas115",10,4,10,0,1,29
1923,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",0,3,10,0,1,21
1924,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",1,3,10,0,1,21
1925,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",2,3,10,0,1,21
1926,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",3,3,10,1,1,21
1927,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",4,3,10,0,1,21
1928,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",5,3,10,0,1,21
1929,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",6,3,10,0,1,21
1930,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",7,3,10,0,1,21
1931,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",8,3,10,0,1,21
1932,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",9,3,10,0,1,21
1933,"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",10,3,10,0,1,21
1934,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",0,5,10,0,1,23
1935,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",1,5,10,0,1,23
1936,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",2,5,10,0,1,23
1937,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",3,5,10,0,1,23
1938,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",4,5,10,0,1,23
1939,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",5,5,10,1,1,23
1940,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",6,5,10,0,1,23
1941,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",7,5,10,0,1,23
1942,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",8,5,10,0,1,23
1943,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",9,5,10,0,1,23
1944,"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",10,5,10,0,1,23
1945,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",0,3,10,0,1,22
1946,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",1,3,10,0,1,22
1947,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",2,3,10,0,1,22
1948,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",3,3,10,1,1,22
1949,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",4,3,10,0,1,22
1950,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",5,3,10,0,1,22
1951,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",6,3,10,0,1,22
1952,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",7,3,10,0,1,22
1953,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",8,3,10,0,1,22
1954,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",9,3,10,0,1,22
1955,"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",10,3,10,0,1,22
1956,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",0,0,10,1,1,23
1957,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",1,0,10,0,1,23
1958,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",2,0,10,0,1,23
1959,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",3,0,10,0,1,23
1960,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",4,0,10,0,1,23
1961,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",5,0,10,0,1,23
1962,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",6,0,10,0,1,23
1963,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",7,0,10,0,1,23
1964,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",8,0,10,0,1,23
1965,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",9,0,10,0,1,23
1966,"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",10,0,10,0,1,23
1967,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",0,0,10,1,1,25
1968,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",1,0,10,0,1,25
1969,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",2,0,10,0,1,25
1970,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",3,0,10,0,1,25
1971,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",4,0,10,0,1,25
1972,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",5,0,10,0,1,25
1973,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",6,0,10,0,1,25
1974,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",7,0,10,0,1,25
1975,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",8,0,10,0,1,25
1976,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",9,0,10,0,1,25
1977,"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",10,0,10,0,1,25
1978,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",0,1,10,0,0,28
1979,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",1,1,10,1,0,28
1980,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",2,1,10,0,0,28
1981,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",3,1,10,0,0,28
1982,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",4,1,10,0,0,28
1983,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",5,1,10,0,0,28
1984,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",6,1,10,0,0,28
1985,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",7,1,10,0,0,28
1986,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",8,1,10,0,0,28
1987,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",9,1,10,0,0,28
1988,"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",10,1,10,0,0,28
1989,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",0,0,10,1,0,35
1990,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",1,0,10,0,0,35
1991,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",2,0,10,0,0,35
1992,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",3,0,10,0,0,35
1993,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",4,0,10,0,0,35
1994,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",5,0,10,0,0,35
1995,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",6,0,10,0,0,35
1996,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",7,0,10,0,0,35
1997,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",8,0,10,0,0,35
1998,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",9,0,10,0,0,35
1999,"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",10,0,10,0,0,35
2000,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",0,5,10,0,1,21
2001,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",1,5,10,0,1,21
2002,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",2,5,10,0,1,21
2003,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",3,5,10,0,1,21
2004,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",4,5,10,0,1,21
2005,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",5,5,10,1,1,21
2006,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",6,5,10,0,1,21
2007,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",7,5,10,0,1,21
2008,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",8,5,10,0,1,21
2009,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",9,5,10,0,1,21
2010,"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",10,5,10,0,1,21
2011,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",0,5,10,0,0,29
2012,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",1,5,10,0,0,29
2013,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",2,5,10,0,0,29
2014,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",3,5,10,0,0,29
2015,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",4,5,10,0,0,29
2016,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",5,5,10,1,0,29
2017,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",6,5,10,0,0,29
2018,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",7,5,10,0,0,29
2019,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",8,5,10,0,0,29
2020,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",9,5,10,0,0,29
2021,"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",10,5,10,0,0,29
2022,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",0,2,10,0,1,26
2023,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",1,2,10,0,1,26
2024,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",2,2,10,1,1,26
2025,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",3,2,10,0,1,26
2026,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",4,2,10,0,1,26
2027,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",5,2,10,0,1,26
2028,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",6,2,10,0,1,26
2029,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",7,2,10,0,1,26
2030,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",8,2,10,0,1,26
2031,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",9,2,10,0,1,26
2032,"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",10,2,10,0,1,26
2033,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",0,5,10,0,1,34
2034,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",1,5,10,0,1,34
2035,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",2,5,10,0,1,34
2036,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",3,5,10,0,1,34
2037,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",4,5,10,0,1,34
2038,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",5,5,10,1,1,34
2039,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",6,5,10,0,1,34
2040,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",7,5,10,0,1,34
2041,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",8,5,10,0,1,34
2042,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",9,5,10,0,1,34
2043,"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",10,5,10,0,1,34
2044,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",0,0,10,1,1,23
2045,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",1,0,10,0,1,23
2046,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",2,0,10,0,1,23
2047,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",3,0,10,0,1,23
2048,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",4,0,10,0,1,23
2049,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",5,0,10,0,1,23
2050,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",6,0,10,0,1,23
2051,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",7,0,10,0,1,23
2052,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",8,0,10,0,1,23
2053,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",9,0,10,0,1,23
2054,"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",10,0,10,0,1,23
2055,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",0,5,10,0,1,25
2056,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",1,5,10,0,1,25
2057,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",2,5,10,0,1,25
2058,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",3,5,10,0,1,25
2059,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",4,5,10,0,1,25
2060,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",5,5,10,1,1,25
2061,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",6,5,10,0,1,25
2062,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",7,5,10,0,1,25
2063,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",8,5,10,0,1,25
2064,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",9,5,10,0,1,25
2065,"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",10,5,10,0,1,25
2066,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",0,0,10,1,1,32
2067,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",1,0,10,0,1,32
2068,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",2,0,10,0,1,32
2069,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",3,0,10,0,1,32
2070,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",4,0,10,0,1,32
2071,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",5,0,10,0,1,32
2072,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",6,0,10,0,1,32
2073,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",7,0,10,0,1,32
2074,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",8,0,10,0,1,32
2075,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",9,0,10,0,1,32
2076,"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",10,0,10,0,1,32
2077,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",0,0,10,1,1,29
2078,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",1,0,10,0,1,29
2079,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",2,0,10,0,1,29
2080,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",3,0,10,0,1,29
2081,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",4,0,10,0,1,29
2082,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",5,0,10,0,1,29
2083,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",6,0,10,0,1,29
2084,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",7,0,10,0,1,29
2085,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",8,0,10,0,1,29
2086,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",9,0,10,0,1,29
2087,"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",10,0,10,0,1,29
2088,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",0,2,10,0,1,23
2089,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",1,2,10,0,1,23
2090,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",2,2,10,1,1,23
2091,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",3,2,10,0,1,23
2092,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",4,2,10,0,1,23
2093,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",5,2,10,0,1,23
2094,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",6,2,10,0,1,23
2095,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",7,2,10,0,1,23
2096,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",8,2,10,0,1,23
2097,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",9,2,10,0,1,23
2098,"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",10,2,10,0,1,23
2099,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",0,2,10,0,1,22
2100,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",1,2,10,0,1,22
2101,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",2,2,10,1,1,22
2102,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",3,2,10,0,1,22
2103,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",4,2,10,0,1,22
2104,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",5,2,10,0,1,22
2105,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",6,2,10,0,1,22
2106,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",7,2,10,0,1,22
2107,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",8,2,10,0,1,22
2108,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",9,2,10,0,1,22
2109,"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",10,2,10,0,1,22
2110,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",0,4,10,0,0,28
2111,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",1,4,10,0,0,28
2112,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",2,4,10,0,0,28
2113,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",3,4,10,0,0,28
2114,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",4,4,10,1,0,28
2115,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",5,4,10,0,0,28
2116,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",6,4,10,0,0,28
2117,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",7,4,10,0,0,28
2118,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",8,4,10,0,0,28
2119,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",9,4,10,0,0,28
2120,"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",10,4,10,0,0,28
2121,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",0,5,10,0,1,28
2122,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",1,5,10,0,1,28
2123,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",2,5,10,0,1,28
2124,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",3,5,10,0,1,28
2125,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",4,5,10,0,1,28
2126,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",5,5,10,1,1,28
2127,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",6,5,10,0,1,28
2128,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",7,5,10,0,1,28
2129,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",8,5,10,0,1,28
2130,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",9,5,10,0,1,28
2131,"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",10,5,10,0,1,28
2132,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",0,1,10,0,1,27
2133,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",1,1,10,1,1,27
2134,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",2,1,10,0,1,27
2135,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",3,1,10,0,1,27
2136,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",4,1,10,0,1,27
2137,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",5,1,10,0,1,27
2138,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",6,1,10,0,1,27
2139,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",7,1,10,0,1,27
2140,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",8,1,10,0,1,27
2141,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",9,1,10,0,1,27
2142,"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",10,1,10,0,1,27
2143,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",0,4,10,0,1,23
2144,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",1,4,10,0,1,23
2145,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",2,4,10,0,1,23
2146,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",3,4,10,0,1,23
2147,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",4,4,10,1,1,23
2148,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",5,4,10,0,1,23
2149,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",6,4,10,0,1,23
2150,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",7,4,10,0,1,23
2151,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",8,4,10,0,1,23
2152,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",9,4,10,0,1,23
2153,"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",10,4,10,0,1,23
2154,"2020Bas115_2a_nsno17","2020Bas115_2a","2020Bas115",0,0,10,1,0,19
